date,temp_c,rain_mm,humidity,wind_speed,district,lat,lon
2018-04-26,29.1,0.6,68,21.2,Coimbatore,11.0168,76.9558
2018-04-27,30.5,0.0,58,16.3,Coimbatore,11.0168,76.9558
2018-04-28,29.9,0.4,60,13.5,Coimbatore,11.0168,76.9558
2018-04-29,29.6,0.0,63,25.2,Coimbatore,11.0168,76.9558
2018-04-30,29.1,0.7,68,17.3,Coimbatore,11.0168,76.9558
2018-05-01,28.9,0.2,70,20.5,Coimbatore,11.0168,76.9558
2018-05-02,29.1,0.8,69,17.4,Coimbatore,11.0168,76.9558
2018-05-03,28.9,4.0,69,18.4,Coimbatore,11.0168,76.9558
2018-05-04,28.0,0.8,68,15.8,Coimbatore,11.0168,76.9558
2018-05-05,28.7,0.3,67,16.9,Coimbatore,11.0168,76.9558
2018-05-06,28.2,0.5,69,21.9,Coimbatore,11.0168,76.9558
2018-05-07,28.6,0.3,66,22.2,Coimbatore,11.0168,76.9558
2018-05-08,27.6,3.2,70,21.4,Coimbatore,11.0168,76.9558
2018-05-09,27.8,1.7,69,13.8,Coimbatore,11.0168,76.9558
2018-05-10,27.3,12.1,74,12.9,Coimbatore,11.0168,76.9558
2018-05-11,27.8,0.4,70,16.3,Coimbatore,11.0168,76.9558
2018-05-12,27.3,0.7,72,22.2,Coimbatore,11.0168,76.9558
2018-05-13,27.8,0.2,70,20.3,Coimbatore,11.0168,76.9558
2018-05-14,27.8,0.6,70,18.9,Coimbatore,11.0168,76.9558
2018-05-15,28.9,0.1,63,12.0,Coimbatore,11.0168,76.9558
2018-05-16,27.1,7.3,72,13.2,Coimbatore,11.0168,76.9558
2018-05-17,27.4,3.3,71,17.2,Coimbatore,11.0168,76.9558
2018-05-18,27.5,0.9,70,21.9,Coimbatore,11.0168,76.9558
2018-05-19,28.2,1.3,70,17.8,Coimbatore,11.0168,76.9558
2018-05-20,27.9,0.7,70,21.7,Coimbatore,11.0168,76.9558
2018-05-21,27.6,3.8,72,19.3,Coimbatore,11.0168,76.9558
2018-05-22,28.4,0.4,68,15.6,Coimbatore,11.0168,76.9558
2018-05-23,27.6,10.9,76,17.8,Coimbatore,11.0168,76.9558
2018-05-24,27.1,3.5,76,17.1,Coimbatore,11.0168,76.9558
2018-05-25,25.6,23.5,82,16.2,Coimbatore,11.0168,76.9558
2018-05-26,25.6,13.6,82,12.0,Coimbatore,11.0168,76.9558
2018-05-27,26.8,16.7,75,15.6,Coimbatore,11.0168,76.9558
2018-05-28,26.6,11.0,74,26.8,Coimbatore,11.0168,76.9558
2018-05-29,25.1,3.0,84,28.6,Coimbatore,11.0168,76.9558
2018-05-30,25.4,6.4,84,23.4,Coimbatore,11.0168,76.9558
2018-05-31,26.6,0.0,79,22.2,Coimbatore,11.0168,76.9558
2018-06-01,27.0,0.0,75,26.4,Coimbatore,11.0168,76.9558
2018-06-02,26.7,1.1,77,19.1,Coimbatore,11.0168,76.9558
2018-06-03,25.8,9.8,81,26.7,Coimbatore,11.0168,76.9558
2018-06-04,24.8,15.6,87,22.7,Coimbatore,11.0168,76.9558
2018-06-05,25.5,3.3,82,22.5,Coimbatore,11.0168,76.9558
2018-06-06,26.3,2.3,80,26.2,Coimbatore,11.0168,76.9558
2018-06-07,25.3,0.8,83,27.3,Coimbatore,11.0168,76.9558
2018-06-08,25.1,2.8,83,28.8,Coimbatore,11.0168,76.9558
2018-06-09,24.9,6.7,86,30.1,Coimbatore,11.0168,76.9558
2018-06-10,25.0,2.1,86,27.8,Coimbatore,11.0168,76.9558
2018-06-11,24.7,1.8,87,28.5,Coimbatore,11.0168,76.9558
2018-06-12,24.5,0.9,87,29.5,Coimbatore,11.0168,76.9558
2018-06-13,25.0,0.1,84,28.9,Coimbatore,11.0168,76.9558
2018-06-14,24.1,6.2,90,23.7,Coimbatore,11.0168,76.9558
2018-06-15,24.7,0.6,86,23.8,Coimbatore,11.0168,76.9558
2018-06-16,25.3,1.3,82,24.8,Coimbatore,11.0168,76.9558
2018-06-17,25.1,0.0,84,26.9,Coimbatore,11.0168,76.9558
2018-06-18,25.0,0.1,82,25.0,Coimbatore,11.0168,76.9558
2018-06-19,24.5,1.0,82,28.0,Coimbatore,11.0168,76.9558
2018-06-20,24.1,2.3,86,30.6,Coimbatore,11.0168,76.9558
2018-06-21,23.6,0.9,90,28.5,Coimbatore,11.0168,76.9558
2018-06-22,24.3,3.1,86,25.2,Coimbatore,11.0168,76.9558
2018-06-23,24.3,1.6,85,24.2,Coimbatore,11.0168,76.9558
2018-06-24,24.9,0.4,83,26.0,Coimbatore,11.0168,76.9558
2018-06-25,24.5,0.1,84,28.3,Coimbatore,11.0168,76.9558
2018-06-26,24.8,0.0,82,28.6,Coimbatore,11.0168,76.9558
2018-06-27,24.6,0.0,82,29.7,Coimbatore,11.0168,76.9558
2018-06-28,23.9,0.3,84,25.5,Coimbatore,11.0168,76.9558
2018-06-29,23.8,1.6,85,23.3,Coimbatore,11.0168,76.9558
2018-06-30,25.0,9.4,82,20.0,Coimbatore,11.0168,76.9558
2018-07-01,25.1,3.3,82,20.1,Coimbatore,11.0168,76.9558
2018-07-02,25.0,6.9,82,25.6,Coimbatore,11.0168,76.9558
2018-07-03,25.3,1.6,80,20.5,Coimbatore,11.0168,76.9558
2018-07-04,26.1,0.2,76,22.9,Coimbatore,11.0168,76.9558
2018-07-05,26.2,0.0,74,25.3,Coimbatore,11.0168,76.9558
2018-07-06,25.9,0.0,75,26.9,Coimbatore,11.0168,76.9558
2018-07-07,24.6,0.0,81,26.2,Coimbatore,11.0168,76.9558
2018-07-08,24.3,0.1,85,27.8,Coimbatore,11.0168,76.9558
2018-07-09,23.8,0.8,87,28.3,Coimbatore,11.0168,76.9558
2018-07-10,24.1,2.0,85,27.9,Coimbatore,11.0168,76.9558
2018-07-11,23.9,2.0,86,28.9,Coimbatore,11.0168,76.9558
2018-07-12,24.1,1.3,83,29.7,Coimbatore,11.0168,76.9558
2018-07-13,23.5,2.9,88,27.5,Coimbatore,11.0168,76.9558
2018-07-14,24.8,1.5,82,30.7,Coimbatore,11.0168,76.9558
2018-07-15,24.2,2.5,87,28.1,Coimbatore,11.0168,76.9558
2018-07-16,24.1,2.1,87,26.0,Coimbatore,11.0168,76.9558
2018-07-17,24.4,0.7,83,28.2,Coimbatore,11.0168,76.9558
2018-07-18,23.3,2.3,89,24.9,Coimbatore,11.0168,76.9558
2018-07-19,22.7,4.4,93,26.4,Coimbatore,11.0168,76.9558
2018-07-20,23.2,1.4,88,26.8,Coimbatore,11.0168,76.9558
2018-07-21,24.4,0.5,82,30.3,Coimbatore,11.0168,76.9558
2018-07-22,25.2,0.2,78,25.2,Coimbatore,11.0168,76.9558
2018-07-23,24.9,2.1,82,22.0,Coimbatore,11.0168,76.9558
2018-07-24,25.1,0.6,80,22.7,Coimbatore,11.0168,76.9558
2018-07-25,25.4,0.3,79,21.1,Coimbatore,11.0168,76.9558
2018-07-26,25.2,0.2,80,26.3,Coimbatore,11.0168,76.9558
2018-07-27,25.3,0.0,79,25.5,Coimbatore,11.0168,76.9558
2018-07-28,25.0,4.5,81,22.9,Coimbatore,11.0168,76.9558
2018-07-29,25.4,0.5,79,25.5,Coimbatore,11.0168,76.9558
2018-07-30,25.3,3.9,83,23.4,Coimbatore,11.0168,76.9558
2018-07-31,24.5,0.3,83,29.1,Coimbatore,11.0168,76.9558
2018-08-01,25.2,0.1,78,27.3,Coimbatore,11.0168,76.9558
2018-08-02,25.8,3.2,78,22.2,Coimbatore,11.0168,76.9558
2018-08-03,25.0,0.7,80,21.1,Coimbatore,11.0168,76.9558
2018-08-04,25.7,1.0,77,21.0,Coimbatore,11.0168,76.9558
2018-08-05,25.7,0.0,76,23.4,Coimbatore,11.0168,76.9558
2018-08-06,24.8,0.0,78,31.8,Coimbatore,11.0168,76.9558
2018-08-07,24.1,0.6,82,29.4,Coimbatore,11.0168,76.9558
2018-08-08,23.6,0.7,85,27.2,Coimbatore,11.0168,76.9558
2018-08-09,24.4,3.4,82,24.6,Coimbatore,11.0168,76.9558
2018-08-10,24.7,1.6,81,24.0,Coimbatore,11.0168,76.9558
2018-08-11,23.9,0.0,85,21.4,Coimbatore,11.0168,76.9558
2018-08-12,23.0,3.2,90,21.9,Coimbatore,11.0168,76.9558
2018-08-13,23.7,2.5,86,28.8,Coimbatore,11.0168,76.9558
2018-08-14,23.8,18.6,87,29.7,Coimbatore,11.0168,76.9558
2018-08-15,23.2,49.3,91,28.3,Coimbatore,11.0168,76.9558
2018-08-16,22.3,26.1,95,27.7,Coimbatore,11.0168,76.9558
2018-08-17,23.8,9.3,87,26.2,Coimbatore,11.0168,76.9558
2018-08-18,24.1,0.2,84,26.7,Coimbatore,11.0168,76.9558
2018-08-19,24.4,0.2,82,21.9,Coimbatore,11.0168,76.9558
2018-08-20,24.0,0.0,82,25.0,Coimbatore,11.0168,76.9558
2018-08-21,24.2,0.0,81,26.8,Coimbatore,11.0168,76.9558
2018-08-22,24.8,2.8,80,19.5,Coimbatore,11.0168,76.9558
2018-08-23,25.0,5.4,81,16.8,Coimbatore,11.0168,76.9558
2018-08-24,24.5,9.0,82,17.1,Coimbatore,11.0168,76.9558
2018-08-25,24.8,0.3,81,18.7,Coimbatore,11.0168,76.9558
2018-08-26,24.8,3.4,82,18.3,Coimbatore,11.0168,76.9558
2018-08-27,24.4,31.6,85,17.2,Coimbatore,11.0168,76.9558
2018-08-28,24.2,9.2,86,18.9,Coimbatore,11.0168,76.9558
2018-08-29,24.5,7.4,84,20.2,Coimbatore,11.0168,76.9558
2018-08-30,24.8,1.8,83,20.0,Coimbatore,11.0168,76.9558
2018-08-31,24.5,3.9,84,19.5,Coimbatore,11.0168,76.9558
2018-09-01,24.5,0.8,85,20.1,Coimbatore,11.0168,76.9558
2018-09-02,24.6,0.2,84,18.9,Coimbatore,11.0168,76.9558
2018-09-03,24.9,0.2,79,19.3,Coimbatore,11.0168,76.9558
2018-09-04,24.9,0.0,78,22.2,Coimbatore,11.0168,76.9558
2018-09-05,25.0,0.0,77,25.2,Coimbatore,11.0168,76.9558
2018-09-06,24.7,0.0,77,28.0,Coimbatore,11.0168,76.9558
2018-09-07,24.9,0.0,75,29.0,Coimbatore,11.0168,76.9558
2018-09-08,25.4,0.4,76,20.4,Coimbatore,11.0168,76.9558
2018-09-09,25.8,0.0,74,18.1,Coimbatore,11.0168,76.9558
2018-09-10,26.2,0.1,68,18.6,Coimbatore,11.0168,76.9558
2018-09-11,26.6,3.6,70,19.6,Coimbatore,11.0168,76.9558
2018-09-12,27.0,0.0,69,17.4,Coimbatore,11.0168,76.9558
2018-09-13,26.5,0.0,67,20.9,Coimbatore,11.0168,76.9558
2018-09-14,26.6,0.0,67,21.4,Coimbatore,11.0168,76.9558
2018-09-15,27.0,0.4,67,19.1,Coimbatore,11.0168,76.9558
2018-09-16,25.8,0.3,74,21.1,Coimbatore,11.0168,76.9558
2018-09-17,25.4,0.2,79,23.2,Coimbatore,11.0168,76.9558
2018-09-18,25.7,0.0,74,26.3,Coimbatore,11.0168,76.9558
2018-09-19,25.3,1.4,77,19.6,Coimbatore,11.0168,76.9558
2018-09-20,25.9,0.0,66,27.5,Coimbatore,11.0168,76.9558
2018-09-21,26.2,0.0,66,28.5,Coimbatore,11.0168,76.9558
2018-09-22,26.7,0.0,67,21.4,Coimbatore,11.0168,76.9558
2018-09-23,27.1,6.1,67,19.5,Coimbatore,11.0168,76.9558
2018-09-24,25.4,9.8,78,15.9,Coimbatore,11.0168,76.9558
2018-09-25,26.3,2.9,72,14.3,Coimbatore,11.0168,76.9558
2018-09-26,26.3,2.0,75,13.1,Coimbatore,11.0168,76.9558
2018-09-27,26.0,4.9,77,15.1,Coimbatore,11.0168,76.9558
2018-09-28,25.1,9.0,84,14.7,Coimbatore,11.0168,76.9558
2018-09-29,25.0,35.0,82,9.7,Coimbatore,11.0168,76.9558
2018-09-30,25.8,7.9,82,11.7,Coimbatore,11.0168,76.9558
2018-10-01,25.7,22.3,82,14.4,Coimbatore,11.0168,76.9558
2018-10-02,25.4,4.1,81,14.0,Coimbatore,11.0168,76.9558
2018-10-03,25.1,27.1,84,11.4,Coimbatore,11.0168,76.9558
2018-10-04,23.6,29.8,91,13.0,Coimbatore,11.0168,76.9558
2018-10-05,23.5,41.2,90,16.8,Coimbatore,11.0168,76.9558
2018-10-06,23.5,32.7,92,18.2,Coimbatore,11.0168,76.9558
2018-10-07,25.3,8.9,82,15.0,Coimbatore,11.0168,76.9558
2018-10-08,24.7,10.0,86,11.9,Coimbatore,11.0168,76.9558
2018-10-09,24.3,1.4,88,14.1,Coimbatore,11.0168,76.9558
2018-10-10,24.7,1.3,85,15.7,Coimbatore,11.0168,76.9558
2018-10-11,25.4,0.0,82,17.4,Coimbatore,11.0168,76.9558
2018-10-12,25.8,0.0,79,16.5,Coimbatore,11.0168,76.9558
2018-10-13,25.6,0.4,81,17.1,Coimbatore,11.0168,76.9558
2018-10-14,24.7,0.6,85,15.6,Coimbatore,11.0168,76.9558
2018-10-15,24.8,1.0,85,14.0,Coimbatore,11.0168,76.9558
2018-10-16,23.8,21.2,89,9.7,Coimbatore,11.0168,76.9558
2018-10-17,24.1,0.5,84,17.1,Coimbatore,11.0168,76.9558
2018-10-18,25.1,0.0,78,14.1,Coimbatore,11.0168,76.9558
2018-10-19,24.5,14.5,84,12.7,Coimbatore,11.0168,76.9558
2018-10-20,23.7,14.6,89,11.8,Coimbatore,11.0168,76.9558
2018-10-21,25.2,4.5,79,8.9,Coimbatore,11.0168,76.9558
2018-10-22,24.6,3.7,84,11.0,Coimbatore,11.0168,76.9558
2018-10-23,25.1,0.0,74,10.8,Coimbatore,11.0168,76.9558
2018-10-24,25.6,0.2,64,11.4,Coimbatore,11.0168,76.9558
2018-10-25,25.4,0.6,70,14.0,Coimbatore,11.0168,76.9558
2018-10-26,25.1,0.0,70,18.4,Coimbatore,11.0168,76.9558
2018-10-27,25.4,0.0,64,14.0,Coimbatore,11.0168,76.9558
2018-10-28,25.9,0.0,50,16.5,Coimbatore,11.0168,76.9558
2018-10-29,25.5,0.0,58,12.9,Coimbatore,11.0168,76.9558
2018-10-30,25.6,0.0,66,9.4,Coimbatore,11.0168,76.9558
2018-10-31,26.2,0.8,72,13.0,Coimbatore,11.0168,76.9558
2018-11-01,25.2,8.3,82,13.2,Coimbatore,11.0168,76.9558
2018-11-02,24.6,10.5,83,14.3,Coimbatore,11.0168,76.9558
2018-11-03,23.9,13.8,86,16.1,Coimbatore,11.0168,76.9558
2018-11-04,24.6,7.5,80,17.8,Coimbatore,11.0168,76.9558
2018-11-05,25.1,1.8,76,14.6,Coimbatore,11.0168,76.9558
2018-11-06,24.6,0.8,74,15.2,Coimbatore,11.0168,76.9558
2018-11-07,25.3,0.6,68,13.0,Coimbatore,11.0168,76.9558
2018-11-08,24.8,0.0,70,11.6,Coimbatore,11.0168,76.9558
2018-11-09,25.1,0.9,72,13.5,Coimbatore,11.0168,76.9558
2018-11-10,25.5,0.4,68,13.3,Coimbatore,11.0168,76.9558
2018-11-11,25.5,0.1,64,13.3,Coimbatore,11.0168,76.9558
2018-11-12,26.1,0.0,65,12.0,Coimbatore,11.0168,76.9558
2018-11-13,26.1,0.0,69,17.2,Coimbatore,11.0168,76.9558
2018-11-14,26.6,0.0,64,11.2,Coimbatore,11.0168,76.9558
2018-11-15,27.1,0.8,60,22.0,Coimbatore,11.0168,76.9558
2018-11-16,23.8,5.5,85,45.1,Coimbatore,11.0168,76.9558
2018-11-17,24.6,0.9,75,16.1,Coimbatore,11.0168,76.9558
2018-11-18,24.7,17.2,82,16.7,Coimbatore,11.0168,76.9558
2018-11-19,24.5,13.2,84,14.4,Coimbatore,11.0168,76.9558
2018-11-20,24.9,1.6,77,10.4,Coimbatore,11.0168,76.9558
2018-11-21,25.7,0.3,69,14.1,Coimbatore,11.0168,76.9558
2018-11-22,23.8,13.7,84,16.9,Coimbatore,11.0168,76.9558
2018-11-23,23.1,25.0,90,14.8,Coimbatore,11.0168,76.9558
2018-11-24,23.5,13.8,87,14.2,Coimbatore,11.0168,76.9558
2018-11-25,24.5,1.2,80,11.3,Coimbatore,11.0168,76.9558
2018-11-26,24.3,0.2,74,14.9,Coimbatore,11.0168,76.9558
2018-11-27,22.9,0.1,69,14.7,Coimbatore,11.0168,76.9558
2018-11-28,23.4,0.0,68,13.2,Coimbatore,11.0168,76.9558
2018-11-29,22.5,10.2,88,15.4,Coimbatore,11.0168,76.9558
2018-11-30,24.1,0.1,78,14.9,Coimbatore,11.0168,76.9558
2018-12-01,23.9,0.4,74,15.2,Coimbatore,11.0168,76.9558
2018-12-02,23.6,0.0,69,13.9,Coimbatore,11.0168,76.9558
2018-12-03,23.9,0.0,74,16.7,Coimbatore,11.0168,76.9558
2018-12-04,23.5,8.0,84,16.1,Coimbatore,11.0168,76.9558
2018-12-05,24.2,10.1,83,13.0,Coimbatore,11.0168,76.9558
2018-12-06,24.9,2.4,78,11.8,Coimbatore,11.0168,76.9558
2018-12-07,25.0,0.5,75,13.8,Coimbatore,11.0168,76.9558
2018-12-08,24.6,0.2,74,14.5,Coimbatore,11.0168,76.9558
2018-12-09,24.5,0.0,72,14.1,Coimbatore,11.0168,76.9558
2018-12-10,24.4,0.0,71,11.2,Coimbatore,11.0168,76.9558
2018-12-11,24.8,0.1,69,10.8,Coimbatore,11.0168,76.9558
2018-12-12,25.6,0.2,68,10.5,Coimbatore,11.0168,76.9558
2018-12-13,25.6,4.3,69,7.3,Coimbatore,11.0168,76.9558
2018-12-14,25.6,0.0,65,11.1,Coimbatore,11.0168,76.9558
2018-12-15,25.3,0.0,59,15.6,Coimbatore,11.0168,76.9558
2018-12-16,25.0,0.0,56,11.5,Coimbatore,11.0168,76.9558
2018-12-17,25.5,0.0,64,16.6,Coimbatore,11.0168,76.9558
2018-12-18,25.6,0.0,60,10.4,Coimbatore,11.0168,76.9558
2018-12-19,24.3,6.7,75,14.4,Coimbatore,11.0168,76.9558
2018-12-20,24.3,0.0,65,12.4,Coimbatore,11.0168,76.9558
2018-12-21,25.1,0.0,62,11.9,Coimbatore,11.0168,76.9558
2018-12-22,24.6,0.5,71,17.6,Coimbatore,11.0168,76.9558
2018-12-23,24.4,8.0,78,18.0,Coimbatore,11.0168,76.9558
2018-12-24,24.9,2.0,74,14.4,Coimbatore,11.0168,76.9558
2018-12-25,25.4,0.0,66,16.3,Coimbatore,11.0168,76.9558
2018-12-26,25.5,0.0,59,11.2,Coimbatore,11.0168,76.9558
2018-12-27,25.6,0.8,60,9.2,Coimbatore,11.0168,76.9558
2018-12-28,24.5,2.2,74,12.0,Coimbatore,11.0168,76.9558
2018-12-29,23.0,8.5,81,14.6,Coimbatore,11.0168,76.9558
2018-12-30,23.3,4.3,73,14.9,Coimbatore,11.0168,76.9558
2018-12-31,23.7,0.8,64,16.6,Coimbatore,11.0168,76.9558
2019-01-01,22.9,0.0,59,15.5,Coimbatore,11.0168,76.9558
2019-01-02,21.8,0.0,57,16.1,Coimbatore,11.0168,76.9558
2019-01-03,23.2,0.0,49,14.6,Coimbatore,11.0168,76.9558
2019-01-04,23.0,0.0,55,19.0,Coimbatore,11.0168,76.9558
2019-01-05,23.4,0.0,54,17.5,Coimbatore,11.0168,76.9558
2019-01-06,23.6,0.0,57,15.0,Coimbatore,11.0168,76.9558
2019-01-07,24.0,0.0,56,15.9,Coimbatore,11.0168,76.9558
2019-01-08,25.2,0.0,49,17.2,Coimbatore,11.0168,76.9558
2019-01-09,24.7,0.0,44,14.7,Coimbatore,11.0168,76.9558
2019-01-10,24.1,0.0,46,13.7,Coimbatore,11.0168,76.9558
2019-01-11,24.3,0.0,54,14.2,Coimbatore,11.0168,76.9558
2019-01-12,24.3,0.0,57,14.6,Coimbatore,11.0168,76.9558
2019-01-13,24.1,0.0,53,13.5,Coimbatore,11.0168,76.9558
2019-01-14,24.3,0.0,57,13.3,Coimbatore,11.0168,76.9558
2019-01-15,24.6,0.0,45,13.3,Coimbatore,11.0168,76.9558
2019-01-16,24.2,0.0,46,14.8,Coimbatore,11.0168,76.9558
2019-01-17,24.2,0.0,52,15.1,Coimbatore,11.0168,76.9558
2019-01-18,24.6,0.0,58,15.0,Coimbatore,11.0168,76.9558
2019-01-19,24.6,0.0,50,14.9,Coimbatore,11.0168,76.9558
2019-01-20,24.5,0.0,48,17.4,Coimbatore,11.0168,76.9558
2019-01-21,24.4,0.0,43,11.0,Coimbatore,11.0168,76.9558
2019-01-22,24.4,0.0,50,8.9,Coimbatore,11.0168,76.9558
2019-01-23,24.9,0.0,54,12.2,Coimbatore,11.0168,76.9558
2019-01-24,25.8,0.0,55,11.2,Coimbatore,11.0168,76.9558
2019-01-25,25.4,0.4,61,12.5,Coimbatore,11.0168,76.9558
2019-01-26,25.8,1.9,65,12.0,Coimbatore,11.0168,76.9558
2019-01-27,25.4,1.3,66,11.4,Coimbatore,11.0168,76.9558
2019-01-28,25.4,1.4,64,13.1,Coimbatore,11.0168,76.9558
2019-01-29,23.7,15.7,72,16.6,Coimbatore,11.0168,76.9558
2019-01-30,24.2,1.4,64,15.7,Coimbatore,11.0168,76.9558
2019-01-31,24.1,0.2,61,16.1,Coimbatore,11.0168,76.9558
2019-02-01,24.3,0.1,59,15.0,Coimbatore,11.0168,76.9558
2019-02-02,24.8,0.0,58,13.5,Coimbatore,11.0168,76.9558
2019-02-03,25.3,0.0,57,13.0,Coimbatore,11.0168,76.9558
2019-02-04,25.8,0.0,55,15.9,Coimbatore,11.0168,76.9558
2019-02-05,26.1,0.1,63,14.8,Coimbatore,11.0168,76.9558
2019-02-06,26.7,0.0,55,14.0,Coimbatore,11.0168,76.9558
2019-02-07,27.3,0.0,49,14.5,Coimbatore,11.0168,76.9558
2019-02-08,27.6,0.0,58,14.8,Coimbatore,11.0168,76.9558
2019-02-09,27.3,0.2,61,13.5,Coimbatore,11.0168,76.9558
2019-02-10,26.6,2.4,64,13.3,Coimbatore,11.0168,76.9558
2019-02-11,26.7,1.0,60,21.3,Coimbatore,11.0168,76.9558
2019-02-12,26.4,0.0,56,20.7,Coimbatore,11.0168,76.9558
2019-02-13,26.4,0.0,53,18.2,Coimbatore,11.0168,76.9558
2019-02-14,26.9,0.0,54,15.3,Coimbatore,11.0168,76.9558
2019-02-15,27.2,1.2,59,11.5,Coimbatore,11.0168,76.9558
2019-02-16,28.1,0.5,60,16.1,Coimbatore,11.0168,76.9558
2019-02-17,28.2,0.1,59,19.6,Coimbatore,11.0168,76.9558
2019-02-18,28.0,0.0,59,20.0,Coimbatore,11.0168,76.9558
2019-02-19,28.1,0.6,59,13.2,Coimbatore,11.0168,76.9558
2019-02-20,27.8,3.0,58,18.8,Coimbatore,11.0168,76.9558
2019-02-21,27.8,0.0,49,22.7,Coimbatore,11.0168,76.9558
2019-02-22,27.1,0.0,44,21.5,Coimbatore,11.0168,76.9558
2019-02-23,27.8,0.0,31,21.4,Coimbatore,11.0168,76.9558
2019-02-24,28.5,0.0,32,18.9,Coimbatore,11.0168,76.9558
2019-02-25,28.1,0.0,46,13.5,Coimbatore,11.0168,76.9558
2019-02-26,27.6,0.0,62,22.1,Coimbatore,11.0168,76.9558
2019-02-27,27.2,0.1,68,22.0,Coimbatore,11.0168,76.9558
2019-02-28,27.7,0.7,59,18.2,Coimbatore,11.0168,76.9558
2019-03-01,29.2,0.1,51,12.5,Coimbatore,11.0168,76.9558
2019-03-02,28.1,6.1,61,15.3,Coimbatore,11.0168,76.9558
2019-03-03,28.4,0.0,56,14.1,Coimbatore,11.0168,76.9558
2019-03-04,28.2,0.0,60,15.1,Coimbatore,11.0168,76.9558
2019-03-05,28.5,0.0,60,15.5,Coimbatore,11.0168,76.9558
2019-03-06,28.6,0.0,62,19.6,Coimbatore,11.0168,76.9558
2019-03-07,29.2,0.0,60,19.6,Coimbatore,11.0168,76.9558
2019-03-08,28.4,0.1,61,23.0,Coimbatore,11.0168,76.9558
2019-03-09,28.6,0.2,60,15.0,Coimbatore,11.0168,76.9558
2019-03-10,29.7,0.5,54,13.4,Coimbatore,11.0168,76.9558
2019-03-11,29.7,0.6,52,17.1,Coimbatore,11.0168,76.9558
2019-03-12,29.6,0.0,40,20.4,Coimbatore,11.0168,76.9558
2019-03-13,29.5,0.0,34,18.3,Coimbatore,11.0168,76.9558
2019-03-14,29.0,0.0,41,18.4,Coimbatore,11.0168,76.9558
2019-03-15,29.5,0.0,28,18.7,Coimbatore,11.0168,76.9558
2019-03-16,28.1,0.0,43,15.5,Coimbatore,11.0168,76.9558
2019-03-17,28.4,0.0,41,15.1,Coimbatore,11.0168,76.9558
2019-03-18,28.8,0.0,46,13.7,Coimbatore,11.0168,76.9558
2019-03-19,29.3,0.1,52,13.4,Coimbatore,11.0168,76.9558
2019-03-20,29.4,0.0,52,13.9,Coimbatore,11.0168,76.9558
2019-03-21,29.6,0.0,48,13.6,Coimbatore,11.0168,76.9558
2019-03-22,29.8,0.0,51,13.3,Coimbatore,11.0168,76.9558
2019-03-23,29.8,0.0,51,20.0,Coimbatore,11.0168,76.9558
2019-03-24,30.5,0.0,50,15.0,Coimbatore,11.0168,76.9558
2019-03-25,30.5,0.0,47,18.3,Coimbatore,11.0168,76.9558
2019-03-26,30.2,0.0,47,17.2,Coimbatore,11.0168,76.9558
2019-03-27,29.6,0.0,45,15.5,Coimbatore,11.0168,76.9558
2019-03-28,30.3,0.0,49,18.0,Coimbatore,11.0168,76.9558
2019-03-29,30.2,0.0,56,19.1,Coimbatore,11.0168,76.9558
2019-03-30,29.8,0.0,59,18.5,Coimbatore,11.0168,76.9558
2019-03-31,29.8,0.0,57,18.4,Coimbatore,11.0168,76.9558
2019-04-01,29.9,0.0,59,21.1,Coimbatore,11.0168,76.9558
2019-04-02,30.1,0.0,56,14.1,Coimbatore,11.0168,76.9558
2019-04-03,30.7,0.0,52,18.0,Coimbatore,11.0168,76.9558
2019-04-04,29.8,0.0,55,14.3,Coimbatore,11.0168,76.9558
2019-04-05,30.2,0.0,52,15.3,Coimbatore,11.0168,76.9558
2019-04-06,30.5,0.0,51,16.8,Coimbatore,11.0168,76.9558
2019-04-07,30.5,0.0,55,14.1,Coimbatore,11.0168,76.9558
2019-04-08,29.7,0.1,62,20.3,Coimbatore,11.0168,76.9558
2019-04-09,29.3,0.6,63,16.4,Coimbatore,11.0168,76.9558
2019-04-10,30.5,0.0,58,16.4,Coimbatore,11.0168,76.9558
2019-04-11,30.2,0.0,59,21.2,Coimbatore,11.0168,76.9558
2019-04-12,31.1,0.0,56,15.4,Coimbatore,11.0168,76.9558
2019-04-13,31.2,0.0,53,13.5,Coimbatore,11.0168,76.9558
2019-04-14,31.2,0.0,51,14.5,Coimbatore,11.0168,76.9558
2019-04-15,30.5,0.0,56,20.6,Coimbatore,11.0168,76.9558
2019-04-16,30.4,0.0,57,23.0,Coimbatore,11.0168,76.9558
2019-04-17,28.9,0.1,67,17.8,Coimbatore,11.0168,76.9558
2019-04-18,29.8,3.8,63,23.7,Coimbatore,11.0168,76.9558
2019-04-19,27.0,14.7,78,20.7,Coimbatore,11.0168,76.9558
2019-04-20,27.6,1.9,75,18.7,Coimbatore,11.0168,76.9558
2019-04-21,27.2,1.1,72,16.3,Coimbatore,11.0168,76.9558
2019-04-22,27.9,15.4,73,13.0,Coimbatore,11.0168,76.9558
2019-04-23,27.3,1.5,73,13.7,Coimbatore,11.0168,76.9558
2019-04-24,28.5,0.0,64,8.7,Coimbatore,11.0168,76.9558
2019-04-25,29.0,0.0,61,12.1,Coimbatore,11.0168,76.9558
2019-04-26,30.0,0.0,59,11.4,Coimbatore,11.0168,76.9558
2019-04-27,29.9,0.0,64,19.7,Coimbatore,11.0168,76.9558
